,Rainfall,LakeLevel,AverageGate,y_step_1,y_step_2,y_step_3
2018-10-17,0.13721954905660452,-0.44641207807696526,-1.0055499688948932,399.0,399.0,399.0
2018-10-18,0.1256213989864331,-0.44167436533034293,-0.9819331273365322,399.0,399.0,399.0
2018-10-19,0.08917007019317413,-0.42678441098328773,-0.9077087681504816,399.0,399.0,399.0
2018-10-20,0.0325048227059812,-0.4036373001348922,-0.7923236279622953,399.0,399.0,399.0
2018-10-21,-0.03244481768905827,-0.3771061087529574,-0.6600693152312389,399.0,399.0,399.0
2018-10-22,-0.05033910636931963,-0.3697964948007937,-0.6236319025400389,399.0,399.0,399.0
2018-10-23,-0.10302784526099933,-0.3482737426083934,-0.5163439651719147,399.0,399.0,330.0
2018-10-24,-0.15240282698990218,-0.32810462262926104,-0.415803696820202,399.0,330.0,330.0
2018-10-25,-0.30523283214873614,-0.24600091804739135,-0.5175883913551654,330.0,330.0,330.0
2018-10-26,-0.26763321582800303,-0.17026215481621892,-0.5394276857646858,330.0,330.0,330.0
2018-10-27,0.1094651249852859,1.0421641504866583,-0.4864485693470852,330.0,330.0,330.0
2018-10-28,0.17656079222506188,0.4226207614272507,-0.9787740432757575,330.0,330.0,400.0
2018-10-29,0.36027404447466654,0.6208693217552096,-1.1886920434636277,330.0,400.0,400.0
2018-10-30,0.2689910937050099,-0.36387772533435897,-1.1858007875936796,400.0,400.0,400.0
2018-10-31,0.22642084164011125,-0.43758604024562947,-1.1538399896595417,400.0,400.0,400.0
2018-11-01,0.30145387309178073,0.020172941310831194,-1.0132348399628155,400.0,400.0,400.0
2018-11-02,0.07639624982464534,-0.42185158621207586,-0.8757126493862885,400.0,400.0,400.0
2018-11-03,0.06645497833586252,-0.41779068957208754,-0.8554696423361332,400.0,400.0,400.0
2018-11-04,0.10062073014116636,-0.09195554830857779,-0.7209241105105765,400.0,400.0,400.0
2018-11-05,-0.04521863805713493,-0.3721732839819302,-0.6280731964679661,400.0,400.0,400.0
2018-11-06,-0.047538268071711694,-0.3712257414323842,-0.6233498281551892,400.0,400.0,400.0
2018-11-07,-0.06609530818425716,-0.3636454010376776,-0.5855628816612594,400.0,400.0,400.0
2018-11-08,-0.09127499790497819,-0.3048181457788566,-0.5051310938903695,400.0,400.0,400.0
2018-11-09,-0.11745854421091659,-0.34266410173054757,-0.4809740118995156,400.0,400.0,400.0
2018-11-10,-0.11612331190978313,-0.24612625374121477,-0.4253740730203845,400.0,400.0,400.0
2018-11-11,-0.17544929456358196,-0.318975537996697,-0.3628898041040283,400.0,400.0,400.0
2018-11-12,-0.05874180109055399,0.26439206377770264,-0.2214642113432887,400.0,400.0,400.0
2018-11-13,0.15203261334839113,0.3724596567573079,-0.5340179478447624,400.0,400.0,400.0
2018-11-14,-0.08100721541765767,-0.3575540560776026,-0.555198371085566,400.0,400.0,400.0
2018-11-15,-0.1303821971465605,-0.33738493609847026,-0.4546581027338536,400.0,400.0,400.0
2018-11-16,-0.1714727859680688,-0.3205998966526924,-0.3709870069240904,400.0,400.0,400.0
2018-11-17,-0.2261497791575051,-0.29826496513229445,-0.2596504681459351,400.0,400.0,299.0
2018-11-18,-0.28679153524066325,-0.27349349562771874,-0.13616812513676613,400.0,299.0,299.0
2018-11-19,-0.47854301661662274,-0.11782482125974349,-0.3210690326907488,299.0,299.0,299.0
2018-11-20,-0.3267194266519212,0.3541149781784529,-0.30946773799427013,299.0,299.0,299.0
2018-11-21,0.1085228303924971,1.6325725816831242,-0.32095158262774437,299.0,299.0,299.0
2018-11-22,-0.33240632572812295,-0.1775200018689582,-0.6186412363349352,299.0,299.0,299.0
2018-11-23,-0.3035815031278048,-0.23783625256259544,-0.7064954600249823,299.0,299.0,500.0
2018-11-24,0.08059484058015262,0.7216897339666387,-0.8181117244982885,299.0,500.0,500.0
2018-11-25,1.3891581252242469,3.4306755059533307,-0.29679931460732056,500.0,500.0,529.0
2018-11-26,0.5059694454001558,-0.23750785870295904,-0.9186290576585379,500.0,529.0,529.0
2018-11-27,0.4585907898028132,-0.517672983766512,-0.823536362109747,529.0,529.0,529.0
2018-11-28,0.31575812664097747,-0.5564107362451683,-0.591010833967484,529.0,529.0,550.0
2018-11-29,0.2531329809783452,-0.48228743697538573,-0.4343303863059882,529.0,550.0,550.0
2018-11-30,0.4243453296750447,0.02428605697409983,-0.307358764992099,550.0,550.0,524.0
2018-12-01,1.0385742559843594,1.6665043748929398,-0.4208712073523107,550.0,524.0,1200.0
2018-12-02,1.2377778702980238,1.2527540295382187,-1.1862352903333426,524.0,1200.0,1200.0
2018-12-03,1.9785468475396741,0.02928183378033966,0.9140437290033481,1200.0,1200.0,539.0
2018-12-04,1.7654236147778126,-0.36907611927352907,1.0564238143610636,1200.0,539.0,539.0
2018-12-05,0.41966127808835696,-0.5046220793734086,-0.6844127041247657,539.0,539.0,539.0
2018-12-06,0.41237101232961476,-0.5016440885039607,-0.6695678322873716,539.0,539.0,539.0
2018-12-07,0.3510567753776073,-0.5736811934312607,-0.6030349619600638,539.0,539.0,539.0
2018-12-08,0.30035629078368425,-0.5529706205668581,-0.4997956260019706,539.0,539.0,539.0
2018-12-09,0.2811364992384024,-0.545119553729424,-0.46065914570439004,539.0,539.0,539.0
2018-12-10,0.25694607194850316,-0.5352380385719033,-0.4114011618812716,539.0,539.0,539.0
2018-12-11,0.3560663288666771,-0.18739443825293453,-0.37996043954355535,539.0,539.0,539.0
2018-12-12,0.3388250621830389,-0.27743485161810133,-0.4031715671415175,539.0,539.0,539.0
2018-12-13,0.26655596772137,-0.5391635719907129,-0.43096940203052214,539.0,539.0,539.0
2018-12-14,0.41838928712173246,0.02985552832227141,-0.36106910084761146,539.0,539.0,539.0
2018-12-15,0.6265370194206935,0.38170427925901745,-0.5224771859220849,539.0,539.0,539.0
2018-12-16,0.3209015851944383,-0.561363140289747,-0.5416311739068522,539.0,539.0,539.0
2018-12-17,0.2841188806848112,-0.5463378227213282,-0.46673204781897626,539.0,539.0,539.0
2018-12-18,0.19332193441848405,-0.5092483000752389,-0.28184591675659576,539.0,539.0,539.0
2018-12-19,0.13170551005889977,-0.2899121391575504,-0.03974126007184838,539.0,539.0,539.0
2018-12-20,1.0485534361223432,1.95681431424057,-0.33207333503337805,539.0,539.0,539.0
2018-12-21,0.35403915682446824,-0.5748994624233494,-0.6091078640755706,539.0,539.0,539.0
2018-12-22,0.30698380510969026,-0.5556778849935787,-0.5132909640357144,539.0,539.0,539.0
2018-12-23,0.4100903000599423,-0.1123793424561865,-0.431648438033469,539.0,539.0,1500.0
2018-12-24,2.334690122249948,5.411856351314784,-0.559909647677361,539.0,1500.0,1500.0
2018-12-25,3.9249444971547014,2.595115955730173,0.8165836236486544,1500.0,1500.0,1500.0
2018-12-26,2.4100661371359116,-1.688778816930545,0.9561685368462765,1500.0,1500.0,1500.0
2018-12-27,2.2732079663039104,-1.6328738065187764,1.234847267243038,1500.0,1500.0,529.0
2018-12-28,2.072394282225522,-1.550843694388979,1.6437560096663009,1500.0,529.0,529.0
2018-12-29,0.638225616346502,-0.2998019471070679,-1.0143630033688626,529.0,529.0,529.0
2018-12-30,0.5745625610720309,-0.662129412108816,-1.1180037841862334,529.0,529.0,1200.0
2018-12-31,0.5722429310579062,-0.6611818695594546,-1.113280415874377,529.0,1200.0,529.0
2019-01-01,1.4892903487381033,-1.2271115646464765,1.035514578612247,1200.0,529.0,529.0
2019-01-02,0.3290131552929894,-0.5618252650986092,-0.6180015100349711,529.0,529.0,529.0
2019-01-03,0.28527156074144033,-0.543957319882291,-0.5289322790124471,529.0,529.0,529.0
2019-01-04,0.26770864777754705,-0.5367830691514909,-0.4931696332230722,529.0,529.0,529.0
2019-01-05,0.29521283223067524,-0.548018216522464,-0.5491752860635227,529.0,529.0,529.0
2019-01-06,0.20872377027622935,-0.5126884157537338,-0.37306112472302955,529.0,529.0,529.0
2019-01-07,0.17856858009260831,-0.5003703626120355,-0.31165733666889744,529.0,529.0,529.0
2019-01-08,0.154378152802709,-0.4904888474545149,-0.262399352845779,529.0,529.0,529.0
2019-01-09,0.15934878854732662,-0.49251929577460146,-0.27252085637131696,529.0,529.0,529.0
2019-01-10,0.09671877816641178,-0.46693564694202805,-0.1449899119521169,529.0,529.0,529.0
2019-01-11,0.01818273340299227,-0.43485456348528867,0.014929843748252028,529.0,529.0,529.0
2019-01-12,0.09443806589673939,-0.07767090089425412,0.09292948230178563,529.0,529.0,529.0
2019-01-13,-0.010978329631072368,-0.4229426000078662,0.07430933109598782,529.0,529.0,529.0
2019-01-14,0.7183352645960518,2.143097688853211,0.3096428387044721,529.0,529.0,529.0
2019-01-15,0.29299049657768134,0.42372233477292925,0.03853814710344917,529.0,529.0,529.0
2019-01-16,0.036418127236186884,-0.34522023978439786,0.0361166706398178,529.0,529.0,529.0
2019-01-17,-0.04444727697747039,-0.4092709146529,0.14246078816653152,529.0,529.0,529.0
2019-01-18,-0.10939691737250988,-0.3827397232709652,0.2747151008975878,529.0,529.0,399.0
2019-01-19,-0.12563432747093067,-0.37610692542562013,0.30777867907966155,529.0,399.0,399.0
2019-01-20,-0.38568646654730143,-0.18426926437137947,0.08838170521042343,399.0,399.0,329.0
2019-01-21,-0.47483139895052273,-0.19639620826913337,0.2407444985223027,399.0,329.0,309.0
2019-01-22,-0.5535830762253857,-0.14426752440559393,-0.017868191588752858,329.0,309.0,309.0
2019-01-23,-0.5436560746370174,-0.1426198728183311,-0.15778829271491362,309.0,309.0,309.0
2019-01-24,-0.3204896561599348,0.07237490912389692,-0.42830242960883985,309.0,309.0,309.0
2019-01-25,-0.2499066285879937,0.04354254297933287,-0.572027779668164,309.0,309.0,309.0
2019-01-26,-0.3401913848285884,-0.22573289071866887,-0.5720951703509367,309.0,309.0,309.0
2019-01-27,-0.3700151992958414,-0.21355020079833423,-0.51136614919863,309.0,309.0,309.0
2019-01-28,-0.3292559861907011,-0.2301998770227485,-0.5943624781065678,309.0,309.0,309.0
2019-01-29,-0.2523768200091222,-0.26160414437266927,-0.7509083992978106,309.0,309.0,309.0
2019-01-30,-0.20101358398246288,-0.2825854436797992,-0.8554972690595543,309.0,309.0,309.0
2019-01-31,-0.16489363090557202,-0.2973400348054906,-0.9290468613437797,309.0,309.0,309.0
2019-02-01,-0.1748349023943549,-0.2932791381655023,-0.9088038542936242,309.0,309.0,309.0
2019-02-02,-0.18697961634918026,-0.24458162705330547,-0.8578011283395705,309.0,309.0,309.0
2019-02-03,-0.20896660117394128,-0.27933672636762386,-0.8393028634185095,309.0,309.0,309.0
2019-02-04,-0.22222162982595325,-0.27392219751418284,-0.8123121873510222,309.0,309.0,309.0
2019-02-05,-0.25767883146965576,-0.25943833283140366,-0.7401121288713679,309.0,309.0,309.0
2019-02-06,-0.27424761728489666,-0.2526701717645102,-0.7063737837865481,309.0,309.0,309.0
2019-02-07,-0.3070538131985585,-0.23926921285227135,-0.6395718605196553,309.0,309.0,309.0
2019-02-08,-0.3663700664162442,-0.2150391962331506,-0.5187885851177874,309.0,309.0,309.0
2019-02-09,-0.4008331409117466,-0.20096142121409313,-0.4486128273417679,309.0,309.0,309.0
2019-02-10,-0.4508708740729336,-0.18052157479241807,-0.3467230251873253,309.0,309.0,309.0
2019-02-11,-0.4919614628944419,-0.16373653534664018,-0.26305192937756205,309.0,309.0,219.0
2019-02-12,-0.5446502017861218,-0.14221378315423996,-0.15576399200943786,309.0,219.0,219.0
2019-02-13,-0.6568850963082493,-0.07070486570829833,-0.4659023191250348,219.0,219.0,219.0
2019-02-14,-0.585307941587656,-0.09994332151676892,-0.6116519698889141,219.0,219.0,219.0
2019-02-15,-0.5684077800560468,-0.10684684580502625,-0.646065081875559,219.0,219.0,219.0
2019-02-16,-0.5723842886520122,-0.1052224871488462,-0.6379678790545763,219.0,219.0,219.0
2019-02-17,-0.5372584627237736,-0.11957098861063102,-0.7094931706342463,219.0,219.0,219.0
2019-02-18,-0.5432232256170433,-0.11713445062663799,-0.6973473664041531,219.0,219.0,219.0
2019-02-19,-0.5054463939592161,-0.13256585785877867,-0.7742707931956638,219.0,219.0,219.0
2019-02-20,-0.4829128452507053,-0.14177055690966525,-0.8201549425105763,219.0,219.0,300.0
2019-02-21,-0.44546738930834207,-0.15706660092081148,-0.8964036024021027,219.0,300.0,300.0
2019-02-22,0.1105122808423555,0.8610854610986234,-0.7817972744732828,300.0,300.0,300.0
2019-02-23,0.03452412023447228,0.10486816484834925,-1.099978566038659,300.0,300.0,300.0
2019-02-24,-0.0969674123761652,-0.19131130132653698,-1.0424112115027906,300.0,300.0,300.0
2019-02-25,-0.25571356741317536,-0.25767489729595927,-0.7979816842699579,300.0,300.0,300.0
2019-02-26,-0.3296103521483455,-0.2274888989379427,-0.6475086651933015,300.0,300.0,199.0
2019-02-27,-0.3942286168270168,-0.20109307077737165,-0.5159291193640704,300.0,199.0,199.0
2019-02-28,-0.5869790900699112,-0.09355795718269905,-0.7279552294557934,199.0,199.0,199.0
2019-03-01,-0.5975831129914303,-0.08922633409998314,-0.7063626886019877,199.0,199.0,199.0
2019-03-02,-0.6115008930761784,-0.08354107880381476,-0.6780224787308496,199.0,199.0,199.0
2019-03-03,-0.6078557601965813,-0.08503007423863106,-0.685444914650007,199.0,199.0,199.0
2019-03-04,-0.5836653329071342,-0.0949115893959669,-0.734702898472205,199.0,199.0,199.0
2019-03-05,-0.5975831129918824,-0.08922633409979848,-0.7063626886010672,199.0,199.0,199.0
2019-03-06,-0.5412492412201534,-0.11223808172719969,-0.8210730618892693,199.0,199.0,199.0
2019-03-07,-0.4998272766827291,-0.12915848439415667,-0.9054189245999373,199.0,199.0,199.0
2019-03-08,-0.131514173510142,0.9012761876057399,-0.9460305842973619,199.0,199.0,199.0
2019-03-09,-0.2879620064183714,-0.17196651090518655,-1.3105586241867881,199.0,199.0,199.0
2019-03-10,-0.2806717406596291,-0.17494450177463453,-1.3254034960241825,199.0,199.0,199.0
2019-03-11,-0.2628936395279021,-0.22594318764946061,-1.387877259306504,199.0,199.0,199.0
2019-03-12,-0.24102284225212758,-0.2348771602576198,-1.432411874817766,199.0,199.0,199.0
2019-03-13,-0.232407073628365,-0.23839660401233798,-1.449955814261541,199.0,199.0,199.0
2019-03-14,-0.196287120551474,-0.2531511951380294,-1.523505406545766,199.0,199.0,199.0
2019-03-15,-0.1375174312179904,-0.23342141339176029,-1.6169027975528614,199.0,199.0,199.0
2019-03-16,-0.09332827340108696,-0.20773564990696478,-1.6806104448870096,199.0,199.0,199.0
2019-03-17,-0.08991551561901034,-0.29660278918692096,-1.7401055819874904,199.0,199.0,400.0
2019-03-18,-0.06671921547776324,-0.30607821468053514,-1.7873392651060533,199.0,400.0,400.0
2019-03-19,0.1731579589846945,-0.461377646842343,-1.0727445846796826,400.0,400.0,199.0
2019-03-20,0.03464290957130496,-0.4047958203239399,-0.7906920197747158,400.0,199.0,350.0
2019-03-21,-0.3102803669590483,-0.206586246998326,-1.2913855923648225,199.0,350.0,350.0
2019-03-22,-0.15344848418201606,-0.3137058216468559,-0.7069545382534551,350.0,350.0,350.0
2019-03-23,-0.2276766446335543,-0.28338446006747553,-0.5558067522749736,350.0,350.0,350.0
2019-03-24,-0.29582385464283645,-0.21181056454961059,-0.39076841993638395,350.0,350.0,350.0
2019-03-25,-0.40164889569109835,-0.21231876886610865,-0.20155412888943194,350.0,350.0,350.0
2019-03-26,-0.4860335157992534,-0.1341120755027138,-0.003452218367848163,350.0,350.0,239.0
2019-03-27,-0.574295643883622,-0.14179453055001198,0.14999942688972914,350.0,239.0,239.0
2019-03-28,-0.0890482341365359,1.8784641588119628,-0.18881236075293303,239.0,239.0,239.0
2019-03-29,-0.5514933486240232,-0.11945891832053476,-0.5608010997861983,239.0,239.0,239.0
2019-03-30,-0.5369128171065388,-0.12541490005943068,-0.5904908434609866,239.0,239.0,239.0
2019-03-31,-0.23799061311818953,0.758419034287562,-0.5948963899727003,239.0,239.0,500.0
2019-04-01,0.7051514121996654,3.259767407352148,-0.7813642144192384,239.0,500.0,500.0
2019-04-02,0.3322896523140755,-0.5548947342211838,-0.7982472271159474,500.0,500.0,399.0
2019-04-03,0.20847132196580065,-0.46057981751864513,-0.5198480552928058,500.0,399.0,399.0
2019-04-04,-0.14842631839438905,-0.3297289812852564,-0.4239008996402642,399.0,399.0,299.0
2019-04-05,-0.25214691759636004,-0.2873602930070898,-0.21269885941222164,399.0,299.0,299.0
2019-04-06,-0.5133423315463237,-0.15215133345671633,-0.27936801125612015,299.0,299.0,299.0
2019-04-07,-0.5647055675729831,-0.1311700341495863,-0.17477914149437637,299.0,299.0,199.0
2019-04-08,-0.6063168896628116,-0.11417228107034232,-0.09004769769655668,299.0,199.0,199.0
2019-04-09,-0.7870283973591441,0.03341251818940964,-0.29341930106156355,199.0,199.0,220.0
2019-04-10,-0.760288589695171,-0.022762992423874924,-0.3750521398729818,199.0,220.0,220.0
2019-04-11,-0.4108102294178136,0.7335432562291493,-0.4173161536716701,220.0,220.0,220.0
2019-04-12,-0.5324649448453015,-0.0313090172673602,-0.65890139796928,220.0,220.0,220.0
2019-04-13,-0.5579853002833286,-0.11138944652742848,-0.6613026462299287,220.0,220.0,220.0
2019-04-14,-0.5410851387521716,-0.11829297081550111,-0.6957157582156529,220.0,220.0,225.0
2019-04-15,-0.5245163529369307,-0.12506113188239462,-0.7294541033004726,220.0,225.0,225.0
2019-04-16,-0.5158141729089724,-0.13004155349926655,-0.7172474609507022,225.0,225.0,225.0
2019-04-17,-0.5095180342993345,-0.13261345470462338,-0.7300680320826207,225.0,225.0,225.0
2019-04-18,-0.4969257570800588,-0.1377572571153369,-0.7557091743464576,225.0,225.0,225.0
2019-04-19,-0.4859903584417195,-0.14222424341960116,-0.7779764821030094,225.0,225.0,225.0
2019-04-20,-0.45881754970495925,-0.15332402756921062,-0.8333073680416345,225.0,225.0,225.0
2019-04-21,-0.27769195640869226,0.3609720544400716,-0.8487385318235551,225.0,225.0,500.0
2019-04-22,0.7972690011028412,2.8632818583834685,-1.2707002374968286,225.0,500.0,500.0
2019-04-23,0.40950019421202266,-0.5864343647924686,-0.9554679152090152,500.0,500.0,500.0
2019-04-24,0.23221418599124952,-0.514015041377649,-0.5944676228061414,500.0,500.0,500.0
2019-04-25,0.045318281997609525,-0.4376701845440202,-0.21389909025401713,500.0,500.0,299.0
2019-04-26,-0.12500883618078942,-0.36809348877728487,0.13293109721328764,500.0,299.0,220.0
2019-04-27,-0.4954480428660623,-0.15946094740888012,-0.31580542394732014,299.0,220.0,220.0
2019-04-28,-0.5298139391152608,-0.03239192303790066,-0.6642995331820412,220.0,220.0,220.0
2019-04-29,-0.2558987199718024,0.5345058543001536,-0.8143071297462257,220.0,220.0,220.0
2019-04-30,-0.42245263231634805,-0.1667530040539273,-0.9372823090203094,220.0,220.0,220.0
2019-05-01,-0.41383686369258554,-0.1702724478086455,-0.954826248464084,220.0,220.0,220.0
2019-05-02,-0.39229744213317913,-0.17907105719544092,-0.9986860970735209,220.0,220.0,220.0
2019-05-03,-0.3459048418511371,-0.19802190818248444,-1.0931534633097268,220.0,220.0,220.0
2019-05-04,-0.2779728200092368,-0.22577136855650798,-1.2314806781562897,220.0,220.0,220.0
2019-05-05,-0.25179413842158094,-0.23646506304202627,-1.2847872633894395,220.0,220.0,220.0
2019-05-06,-0.22594683255029321,-0.2470233943061808,-1.3374190817207634,220.0,220.0,220.0
2019-05-07,-0.20076227811128963,-0.25731099912779254,-1.388701366249358,220.0,220.0,220.0
2019-05-08,-0.1729267179422452,-0.2686815097199448,-1.4453817859907132,220.0,220.0,220.0
2019-05-09,-0.1010137622221764,-0.20755193144692005,-1.53744790396627,220.0,220.0,400.0
2019-05-10,-0.0488198742632689,-0.18361994015593744,-1.6165445411370427,220.0,400.0,400.0
2019-05-11,0.1128475786179045,-0.4367415405591311,-0.949937008572339,400.0,400.0,500.0
2019-05-12,0.759317608538992,1.788075922056888,-0.7712166088176294,400.0,500.0,500.0
2019-05-13,0.564433830072215,-0.3329547802066146,-1.0806673928300703,500.0,500.0,500.0
2019-05-14,0.3614507153481402,-0.5668066976986065,-0.8576267144636832,500.0,500.0,500.0
2019-05-15,0.18118232568095818,-0.4931691052918826,-0.4905535199462228,500.0,500.0,500.0
2019-05-16,-0.011015589773667381,-0.41465843691680354,-0.0991887169667355,500.0,500.0,299.0
2019-05-17,-0.1293167204926707,-0.36633376689992575,0.14170306693517495,500.0,299.0,299.0
2019-05-18,-0.4918029099864651,-0.16094994284369643,-0.3232278598664774,299.0,299.0,299.0
2019-05-19,-0.5246091059005791,-0.14754898393127294,-0.2564259365986638,299.0,299.0,240.0
2019-05-20,-0.5557584232328524,-0.1348248411256682,-0.1929978478399764,299.0,240.0,240.0
2019-05-21,-0.6109911449905099,-0.09543987934110035,-0.4336628478848944,240.0,240.0,240.0
2019-05-22,-0.5821614576723612,-0.10721647959734382,-0.49236756833172535,240.0,240.0,240.0
2019-05-23,-0.5586337818151983,-0.11682726831213693,-0.5402760183511933,240.0,240.0,240.0
2019-05-24,-0.5152235629795652,-0.1345598503072762,-0.6286704824728129,240.0,240.0,240.0
2019-05-25,-0.4688309626975233,-0.15351070129431976,-0.7231378487090186,240.0,240.0,240.0
2019-05-26,-0.4515994254499981,-0.16054958880375605,-0.7582257275965681,240.0,240.0,500.0
2019-05-27,-0.34355766608772736,0.06683219294966487,-0.815124838474214,240.0,500.0,500.0
2019-05-28,0.541798760106285,0.9886168613481651,-0.24625051454835853,500.0,500.0,500.0
2019-05-29,0.20672480753271485,0.039428310483219736,-0.21636077323115355,500.0,500.0,500.0
2019-05-30,-0.03288638704944188,-0.4057244643086444,-0.05465410145547343,500.0,500.0,500.0
2019-05-31,0.3391691475127598,1.207146567149659,0.24790689536970395,500.0,500.0,550.0
2019-06-01,-0.057386063641527665,0.05680940058508934,0.26707014772297044,500.0,550.0,550.0
2019-06-02,-0.2636538986999702,-0.3257153512168822,0.7145137807564194,550.0,550.0,550.0
2019-06-03,-0.40713958385842913,-0.267103076378208,1.0066878491878444,550.0,550.0,550.0
2019-06-04,-0.5290858474570296,-0.2172894109265139,1.2550020690089125,550.0,550.0,550.0
2019-06-05,-0.12621679656203044,1.2924894436446897,1.4404514442870802,550.0,550.0,550.0
2019-06-06,-0.6162376608442117,-0.18168888371505626,1.4324657641530563,550.0,550.0,550.0
2019-06-07,-0.6061107877243911,0.22144782589760106,1.6564977222599546,550.0,550.0,399.0
2019-06-08,-0.8641066966369257,-0.08043719415567277,1.9371914066152542,550.0,399.0,299.0
2019-06-09,-1.118982568518951,0.06673223793581794,1.55240334232839,399.0,299.0,299.0
2019-06-10,-1.2615886989531677,0.1534988203203418,1.244255652755107,299.0,299.0,400.0
2019-06-11,-1.2080693081287879,0.17688935872586944,1.1624599479770332,299.0,400.0,549.0
2019-06-12,-0.20992538466068153,2.8175371255860213,1.5829846764546323,400.0,549.0,549.0
2019-06-13,-0.6246630357534103,0.003048332285251147,1.5523713264786108,549.0,549.0,600.0
2019-06-14,-0.761693532368031,-0.07673407164667885,1.7498499907906024,549.0,600.0,499.0
2019-06-15,-0.8340815195590963,-0.10695893625537123,2.175317737199287,600.0,499.0,399.0
2019-06-16,-1.0447262814822516,0.007885791291465083,1.9997290397987644,499.0,399.0,399.0
2019-06-17,-1.231693534980677,0.11277338926245828,1.781912101976384,399.0,399.0,399.0
2019-06-18,-1.2588663437174374,0.12387317341206773,1.837242987915009,399.0,399.0,399.0
2019-06-19,-1.2916725396315512,0.13727413232449115,1.9040449111828228,399.0,399.0,399.0
2019-06-20,-1.2903426114834233,0.22723607674208,1.95570414326659,399.0,399.0,399.0
2019-06-21,-0.5138231014038188,2.082161584423079,1.6793244851904559,399.0,399.0,399.0
2019-06-22,-0.997410903556343,0.017071591777879397,1.3048519024834986,399.0,399.0,399.0
2019-06-23,-0.7357433100678261,0.860488000214415,1.3428855803545305,399.0,399.0,399.0
2019-06-24,-0.8984841890337145,0.2029241634665422,1.2393297315568312,399.0,399.0,399.0
2019-06-25,-0.9847948022361537,0.05717065998258419,1.3063459035284806,399.0,399.0,399.0
2019-06-26,-1.037175989512379,0.033315178338202495,1.3858239306859608,399.0,399.0,399.0
2019-06-27,-1.0746214454547423,0.04861122234934869,1.462072590577487,399.0,399.0,399.0
2019-06-28,-1.1024570056233345,0.059981732941316215,1.5187530103179216,399.0,399.0,399.0
2019-06-29,-1.1355945772538163,0.07351805507510335,1.5862297004875607,399.0,399.0,399.0
2019-06-30,-1.1654183917206173,0.08570074499525333,1.6469587216389472,399.0,399.0,399.0
2019-07-01,-0.8393440885788982,1.1931048296673468,1.7282277698154447,399.0,399.0,399.0
2019-07-02,-1.0555545045007388,0.2316843992241261,1.537899799531428,399.0,399.0,399.0
2019-07-03,-0.5059033935333225,1.5817680543802752,1.3645502618092469,399.0,399.0,499.0
2019-07-04,1.9051899080818164,8.040474222739475,0.9263843617517576,399.0,499.0,499.0
2019-07-05,0.3496009320332837,-0.22767289920501496,-0.6388410097625318,499.0,499.0,499.0
2019-07-06,0.2533998744771981,-0.47466856736470575,-0.6149293752496259,499.0,499.0,499.0
2019-07-07,0.22344858479991977,-0.5101492567618807,-0.5826038929599773,499.0,499.0,499.0
2019-07-08,0.18964826173760568,-0.49634220818573543,-0.513777668988529,499.0,499.0,499.0
2019-07-09,0.160818574419005,-0.48456560792930736,-0.4550729485407774,499.0,499.0,499.0
2019-07-10,0.12502999705848222,-0.4699463800249797,-0.3821981231583773,499.0,499.0,499.0
2019-07-11,0.10562071264703406,-0.4143024560062596,-0.3140126747883774,499.0,499.0,499.0
2019-07-12,0.2944143371535921,0.22430926227923306,-0.26849878671408833,499.0,499.0,499.0
2019-07-13,0.10759455930506652,-0.4151087499768549,-0.31803193850726497,499.0,499.0,499.0
2019-07-14,0.36272878462556885,0.3395499398577378,-0.32161538497267694,499.0,499.0,499.0
2019-07-15,0.3094280450645624,-0.11583182756694556,-0.4997123700311028,499.0,499.0,499.0
2019-07-16,0.7988452009610537,1.1634258120162175,-0.6077361762721614,499.0,499.0,499.0
2019-07-17,0.3396850359253014,-0.46219962559456274,-0.7619652308256359,499.0,499.0,499.0
2019-07-18,0.32431427776550736,-0.5036362967306336,-0.7593294922107755,499.0,499.0,550.0
2019-07-19,0.8656556204433723,1.0884190619889604,-0.7724426292749865,499.0,550.0,550.0
2019-07-20,0.5481401809401234,-0.5618931216340374,-0.8811832837514212,550.0,550.0,550.0
2019-07-21,0.48028458439454047,-0.6296057831163966,-0.8003379135319998,550.0,550.0,550.0
2019-07-22,0.4100329325389675,-0.6009087801931962,-0.6572873303745007,550.0,550.0,550.0
2019-07-23,0.3578225372624007,-0.5318659744468879,-0.5223103132152646,550.0,550.0,550.0
2019-07-24,0.3089633390674893,-0.5596229976857549,-0.4514834253601397,550.0,550.0,550.0
2019-07-25,0.43024715038455624,0.011134810538612587,-0.32582827165939776,550.0,550.0,550.0
2019-07-26,0.3012652722965138,-0.461047521738745,-0.37848194199469914,550.0,550.0,550.0
2019-07-27,0.18038956114288268,-0.5071020678073402,-0.189673867505328,550.0,550.0,550.0
2019-07-28,0.12584004316347186,-0.43710375696943277,-0.04993378986451467,550.0,550.0,550.0
2019-07-29,0.07169832619584213,-0.46270293120890243,0.03164967624917296,550.0,550.0,550.0
2019-07-30,0.563868587651599,1.1017228049507661,0.08999850177127067,550.0,550.0,550.0
2019-07-31,0.1362401655786483,-0.3936366375132754,-0.04244802495383707,550.0,550.0,550.0
2019-08-01,0.04452551745908199,-0.451603147059293,0.08698056218779823,550.0,550.0,399.0
2019-08-02,0.009450741445907887,-0.29412914442416993,0.24439123725450637,550.0,399.0,399.0
2019-08-03,-0.32041031515417645,-0.2594754694118872,-0.07369687766475366,399.0,399.0,399.0
