,Rainfall,LakeLevel,AverageGate,FlowRate
2019-03-18,0.0,279.1755416666667,199.0,13.037595640321156
2019-03-19,0.0,279.16841666666664,400.0,21.027487859167707
2019-03-20,0.0,279.151,400.0,20.90804120333168
2019-03-21,0.0,279.1449166666667,199.0,12.859791676813837
2019-03-22,0.0,279.136625,350.0,19.069727327534267
2019-03-23,0.0,279.1272916666667,350.0,18.941727443424103
2019-03-24,0.4431372549019608,279.1173333333333,350.0,18.82679766869805
2019-03-25,0.0,279.10541666666666,350.0,18.724855726821588
2019-03-26,0.4431372549019608,279.09341666666666,350.0,18.5977152325018
2019-03-27,0.0,279.08370833333333,350.0,18.458231158768292
2019-03-28,22.156862745098042,279.09583333333336,239.0,13.723682772875469
2019-03-29,0.0,279.10716666666667,239.0,13.80323879582122
2019-03-30,0.0,279.109,239.0,13.780490726585876
2019-03-31,10.192156862745097,279.114625,239.0,13.791864761203549
2019-04-01,39.43921568627452,279.1415,239.0,13.928601721352923
2019-04-02,0.0,279.169875,500.0,23.28890594785358
2019-04-03,0.4431372549019608,279.15291666666667,500.0,23.60792302469671
2019-04-04,0.0,279.12816666666663,399.0,20.947829937343712
2019-04-05,0.0,279.115125,399.0,20.72273637833897
2019-04-06,0.0,279.10083333333336,299.0,16.94961999661416
2019-04-07,0.0,279.094375,299.0,16.851546943912815
2019-04-08,0.0,279.08914285714286,299.0,16.814827704438308
2019-04-09,0.458498023715415,279.0835333333333,199.0,12.309976236505609
2019-04-10,0.0,279.0883333333333,199.0,12.617638934699666
2019-04-11,9.169960474308299,279.099625,220.0,13.28354119536965
2019-04-12,0.91699604743083,279.11020833333333,220.0,13.373395105105232
2019-04-13,0.0,279.109875,220.0,13.39589342991192
2019-04-14,0.0,279.112,220.0,13.39589342991192
2019-04-15,0.0,279.1140833333333,220.0,13.40714955561727
2019-04-16,0.0,279.11424999999997,225.0,13.632967218638134
2019-04-17,0.0,279.1150416666666,225.0,13.644292808824217
2019-04-18,0.0,279.116625,225.0,13.655625328704868
2019-04-19,0.0,279.118,225.0,13.666957848585522
2019-04-20,0.0,279.1214166666667,225.0,13.655625328704868
2019-04-21,5.960474308300395,279.1255,225.0,13.68963674168008
2019-04-22,35.76284584980237,279.16720833333335,225.0,14.077291659249337
2019-04-23,0.0,279.1795833333333,500.0,24.767991887865826
2019-04-24,0.0,279.15729166666665,500.0,24.416133990215442
2019-04-25,0.0,279.1337916666667,500.0,23.982407875442163
2019-04-26,0.0,279.112375,500.0,23.704113874186348
2019-04-27,0.0,279.10308333333336,299.0,16.90055399796049
2019-04-28,0.91699604743083,279.1105416666667,220.0,13.28354119536965
2019-04-29,7.794466403162055,279.1234166666666,220.0,13.384644267508577
2019-04-30,0.0,279.12691666666666,220.0,13.497309881840577
2019-05-01,0.0,279.128,220.0,13.46347193934032
2019-05-02,0.0,279.1307083333333,220.0,13.486025933662424
2019-05-03,0.0,279.1365416666667,220.0,13.50859383001873
2019-05-04,0.0,279.14508333333333,220.0,13.53117562228983
2019-05-05,0.0,279.148375,220.0,13.565076087254786
2019-05-06,0.0,279.151625,220.0,13.576380870144162
2019-05-07,0.0,279.15479166666665,220.0,13.59900431353405
2019-05-08,0.0,279.1582916666667,220.0,13.621641628452052
2019-05-09,0.91699604743083,279.16445833333336,220.0,13.644292808824217
2019-05-10,1.3754940711462451,279.1695833333333,220.0,13.73503606369004
2019-05-11,0.0,279.1608333333333,400.0,21.307164866247216
2019-05-12,25.217391304347824,279.16304166666663,400.0,21.160498357899336
2019-05-13,3.209486166007905,279.189,500.0,24.810341010773747
2019-05-14,0.0,279.17354166666667,500.0,24.556655189257693
2019-05-15,0.0,279.150875,500.0,24.23389941293152
2019-05-16,0.0,279.12670833333334,500.0,23.88486829209716
2019-05-17,0.0,279.1118333333333,500.0,23.56540703364779
2019-05-18,0.0,279.1035416666667,299.0,16.802592329597363
2019-05-19,0.0,279.0994166666667,299.0,16.802592329597363
2019-05-20,0.0,279.09549999999996,299.0,16.790363514745653
2019-05-21,0.0,279.0995,240.0,14.123159854522996
2019-05-22,0.0,279.103125,240.0,14.15759877114916
2019-05-23,0.0,279.10608333333334,240.0,14.19206513831101
2019-05-24,0.0,279.11154166666665,240.0,14.215061007012196
2019-05-25,0.0,279.117375,240.0,14.261093870481046
2019-05-26,0.0,279.11954166666663,240.0,14.272612362031147
2019-05-27,2.75098814229249,279.1245,240.0,14.307181529827655
2019-05-28,16.505928853754938,279.1444583333333,500.0,24.094062583885496
2019-05-29,5.50197628458498,279.1368333333333,500.0,24.01030364173992
2019-05-30,0.0,279.1239583333333,500.0,23.787472222323
2019-05-31,17.881422924901184,279.11466666666666,500.0,23.59312321437922
2019-06-01,4.5849802371541495,279.10650000000004,500.0,23.454662367327455
2019-06-02,0.0,279.08566666666667,550.0,24.261926355319915
2019-06-03,0.0,279.06762499999996,550.0,24.094062583885496
2019-06-04,0.0,279.0522916666667,550.0,23.75967213179027
2019-06-05,16.964426877470352,279.04974999999996,550.0,23.690225806787673
2019-06-06,0.0,279.04133333333334,550.0,23.6347214800736
2019-06-07,4.1264822134387344,279.0296666666666,550.0,23.41318417690036
2019-06-08,0.0,279.01016666666663,550.0,23.041084226259372
2019-06-09,0.0,279.0061304347826,399.0,19.313799082561
2019-06-10,0.0,279.00675,299.0,15.954418007937884
2019-06-11,0.458498023715415,279.0120416666667,299.0,17.69176627203157
2019-06-12,31.636363636363633,279.0210416666667,400.0,19.36532851807708
2019-06-13,1.83399209486166,279.0347083333333,549.0,23.52385676829045
2019-06-14,0.458498023715415,279.0217916666667,549.0,23.41318417690036
2019-06-15,0.0,279.00466666666665,600.0,24.038217320676118
2019-06-16,0.0,278.99691666666666,499.0,21.722507263781665
2019-06-17,0.0,278.99195833333334,399.0,19.082543187900544
2019-06-18,0.0,278.98854166666666,399.0,19.05691146716799
2019-06-19,0.0,278.9844166666667,399.0,18.980092475945213
2019-06-20,0.91699604743083,278.9817083333333,399.0,18.980092475945213
2019-06-21,22.92490118577075,279.01033333333334,399.0,19.468539017179975
2019-06-22,0.0,279.02141666666665,399.0,19.494373205349312
2019-06-23,9.628458498023715,279.02412499999997,399.0,19.507296607702486
2019-06-24,2.2924901185770747,279.02666666666664,399.0,19.53314971847673
2019-06-25,0.458498023715415,279.0215652173913,399.0,19.494373205349312
2019-06-26,0.0,279.01641666666666,399.0,19.429812979018266
2019-06-27,0.0,279.01170833333333,399.0,19.36532851807708
2019-06-28,0.0,279.00820833333336,399.0,19.313799082561
2019-06-29,0.0,279.00404166666664,399.0,19.23659979659468
2019-06-30,0.0,279.00029166666667,399.0,19.18519690272162
2019-07-01,12.569739952718676,279.001875,399.0,19.210892017010064
2019-07-02,1.933806146572104,279.00804166666666,399.0,19.28805333382135
2019-07-03,17.88770685579196,279.027125,399.0,19.468539017179975
2019-07-04,93.306146572104,279.0937916666667,399.0,20.524872163228043
2019-07-05,3.3841607565011818,279.161625,499.0,24.72567237912819
2019-07-06,0.483451536643026,279.158625,499.0,24.514466159298674
2019-07-07,0.0,279.15637499999997,499.0,24.37403408869531
2019-07-08,0.0,279.152125,499.0,24.303931036372248
2019-07-09,0.0,279.14849999999996,499.0,24.23389941293152
2019-07-10,0.0,279.144,499.0,24.205908204883723
2019-07-11,0.483451536643026,279.14004347826085,499.0,24.094062583885496
2019-07-12,7.735224586288416,279.14104166666664,499.0,24.094062583885496
2019-07-13,0.483451536643026,279.14029166666666,499.0,24.13598382253445
2019-07-14,9.185579196217493,279.14508333333333,499.0,24.149961544880377
2019-07-15,4.3510638297872335,279.1535416666666,499.0,24.261902534840534
2019-07-16,19.338061465721037,279.1680833333333,499.0,24.612946800979294
2019-07-17,0.966903073286052,279.16795833333333,499.0,24.570722157316915
2019-07-18,0.483451536643026,279.16754166666664,499.0,24.528527190248575
2019-07-19,18.854609929078013,279.178,499.0,24.58479506069456
2019-07-20,0.966903073286052,279.18470833333333,550.0,26.136277402894983
2019-07-21,0.0,279.1792083333333,550.0,26.006847839282145
2019-07-22,0.0,279.170375,550.0,25.892002026574687
2019-07-23,0.483451536643026,279.16229411764704,550.0,25.73439348548917
2019-07-24,0.0,279.15766666666667,550.0,25.619992934461564
2019-07-25,6.284869976359338,279.15320833333334,550.0,25.534315785887777
2019-07-26,0.966903073286052,279.15366666666665,550.0,25.534315785887777
2019-07-27,0.0,279.1415,550.0,25.377517231942342
2019-07-28,0.483451536643026,279.133125,550.0,25.24948963177826
2019-07-29,0.0,279.1278333333333,550.0,25.093338868330136
2019-07-30,17.88770685579196,279.133625,550.0,25.263704450267802
2019-07-31,0.966903073286052,279.13291666666663,550.0,25.306360688007192
2019-08-01,0.0,279.12441666666666,550.0,25.093338868330136
2019-08-02,1.4503546099290778,279.1154583333333,550.0,24.96584205683008
2019-08-03,0.0,279.10654166666666,399.0,22.634385890347474
2019-08-04,6.7683215130023635,279.1152083333333,399.0,20.617127164862396
2019-08-05,0.966903073286052,279.12,399.0,20.669903816622742
2019-08-06,0.0,279.12275,399.0,20.7359538311777
2019-08-07,0.0,279.12441666666666,399.0,20.72273637833897
2019-08-08,6.768321513002364,279.13075,399.0,20.82855045033681
2019-08-09,8.218676122931441,279.13962499999997,399.0,20.93456289868889
2019-08-10,7.25177304964539,279.1492083333333,399.0,21.01420225996266
2019-08-11,16.92080378250591,279.17466666666667,399.0,21.41406674577493
2019-08-12,10.152482269503546,279.1822916666667,550.0,26.04996180899351
2019-08-13,6.7683215130023635,279.187125,550.0,26.136271563333647
2019-08-14,0.483451536643026,279.1836666666666,550.0,26.078720042333707
2019-08-15,0.0,279.1770833333333,550.0,26.02121526495304
2019-08-16,0.0,279.1685,550.0,25.820317043004756
2019-08-17,3.867612293144208,279.16316666666665,550.0,25.748708217258958
2019-08-18,0.483451536643026,279.157375,550.0,25.605707537078167
2019-08-19,0.0,279.1490416666667,550.0,25.448744396348527
2019-08-20,3.867612293144208,279.14395833333333,550.0,25.32058728702335
2019-08-21,16.437352245862883,279.161125,550.0,25.691472745647992
2019-08-22,7.735224586288416,279.1634583333333,550.0,25.662872606170353
2019-08-23,8.218676122931441,279.16949999999997,550.0,25.848981666585505
2019-08-24,0.0,279.162125,550.0,25.748708217258958
2019-08-25,0.0,279.154375,550.0,25.562863089019007
2019-08-26,0.483451536643026,279.14658333333335,550.0,25.477256436090364
2019-08-27,0.0,279.13854166666664,550.0,25.334813886039505
2019-08-28,0.0,279.13104166666665,550.0,25.206868749582384
2019-08-29,0.0,279.122,550.0,25.03664474385878
2019-08-30,0.966903073286052,279.11454166666664,550.0,24.895116205505374
2019-08-31,1.4503546099290778,279.10904166666666,399.0,20.60393455485969
2019-09-01,0.0,279.113125,399.0,20.551213852813312
2019-09-02,0.0,279.113625,399.0,20.551213852813312
2019-09-03,1.4503546099290778,279.12129166666665,399.0,20.577567984756552
2019-09-04,20.30496453900709,279.14716666666664,550.0,25.334813886039505
2019-09-05,13.536643026004729,279.16775,550.0,25.76302294902874
2019-09-06,12.08628841607565,279.16799999999995,550.0,25.848981666585505
2019-09-07,0.0,279.16266666666667,550.0,25.73439348548917
2019-09-08,13.536643026004729,279.1685833333333,550.0,25.691472745647992
2019-09-09,5.801418439716311,279.17016666666666,550.0,25.76302294902874
2019-09-10,3.3841607565011818,279.16541666666666,550.0,25.662872606170353
2019-09-11,0.0,279.1562083333333,550.0,25.577142614356887
2019-09-12,0.0,279.148625,550.0,25.42024411799991
2019-09-13,0.483451536643026,279.1360416666667,550.0,25.29213997838227
2019-09-14,7.735224586288417,279.1360833333333,550.0,25.150080212930042
2019-09-15,0.483451536643026,279.131625,550.0,25.19266571860308
2019-09-16,0.0,279.12216666666666,550.0,25.022477117453544
2019-09-17,0.966903073286052,279.11466666666666,550.0,24.90925427971263
2019-09-18,0.0,279.11154166666665,550.0,24.782106288482627
2019-09-19,0.483451536643026,279.10725,550.0,24.65519517518508
2019-09-20,0.0,279.09777771105774,399.0,20.4590708450383
2019-09-21,0.0,279.0990025353616,399.0,20.353953194871373
2019-09-22,0.0,279.09898959167333,399.0,20.32770495674252
2019-09-23,0.0,279.09730998131835,399.0,20.353953194871373
2019-09-24,11.338028169014084,279.1084220376301,399.0,20.43277273630799
2019-09-25,5.915492957746478,279.11307576060847,399.0,20.4590708450383
2019-09-26,0.9859154929577464,279.11614615025354,370.0,19.468539017179975
2019-09-27,0.4929577464788732,279.1252582065652,370.0,19.507296607702486
2019-09-28,0.0,279.1271619295436,370.0,19.57195145147993
2019-09-29,0.0,279.1306625010153,370.0,19.59783607941137
2019-09-30,22.676056338028168,279.1489277088337,370.0,19.844369370146957
2019-10-01,2.9577464788732395,279.16337309847876,370.0,19.97457835303199
2019-10-02,2.9577464788732395,279.16215182145714,370.0,19.98761493042924
2019-10-03,0.0,279.1670555444355,370.0,20.0397988371068
2019-10-04,0.0,279.16854260074723,370.0,20.0397988371068
2019-10-05,0.0,279.16857132372564,370.0,20.052854208747053
2019-10-06,5.422535211267605,279.177850046704,370.0,20.0920328445688
2019-10-07,0.0,279.1788371030157,370.0,20.13124277192377
2019-10-08,0.4929577464788732,279.17782415932743,370.0,20.105100734965713
2019-10-09,0.0,279.1761862156391,370.0,22.82162520095378
2019-10-10,4.436619718309858,279.1717149386175,550.0,25.591428011740284
2019-10-11,38.943661971830984,279.18420199492925,550.0,25.94940153050373
2019-10-12,3.450704225352112,279.18835571790765,550.0,26.035588536973272
2019-10-13,2.957746478873239,279.1788011075527,550.0,25.87765800333013
2019-10-14,2.464788732394366,279.1769548305311,550.0,25.820317043004756
2019-10-15,40.91549295774647,279.1845668868428,549.0,30.372158484376275
2019-10-16,0.4929577464788732,279.1811789431545,549.0,25.992486261661817
2019-10-17,0.0,279.16991599946624,549.0,25.748708217258958
2019-10-18,0.0,279.1669447224446,549.0,25.605707537078167
2019-10-19,2.464788732394366,279.1631817787563,549.0,25.448744396348527
2019-10-20,0.0,279.1555855017347,549.0,25.36327885936932
2019-10-21,0.9859154929577464,279.14382255804645,549.0,25.206868749582384
2019-10-22,1.4788732394366195,279.13318461435813,499.0,23.801378253756923
2019-10-23,3.4507042253521125,279.13775500400317,449.0,22.385014881205407
2019-10-24,0.4929577464788732,279.1312420603149,399.0,20.74917128401643
2019-10-25,0.0,279.13331244995993,399.0,20.70952513307806
2019-10-26,0.0,279.133757839605,379.0,20.013700619021197
2019-10-27,0.0,279.1328698959167,379.0,20.0397988371068
2019-10-28,1.9718309859154928,279.1368986188951,379.0,20.026749728063997
2019-10-29,0.9859154929577464,279.1379672478724,379.0,20.065909580387306
2019-10-30,0.0,279.1334583333333,379.0,20.013700619021197
2019-10-31,0.0,279.13366666666667,379.0,19.98761493042924
2019-11-01,0.0,279.127875,379.0,19.948511467290643
2019-11-02,0.0,279.125375,379.0,19.883397557149607
2019-11-03,0.0,279.1202916666667,379.0,19.883397557149607
2019-11-04,0.0,279.12216666666666,379.0,19.870386068916698
2019-11-05,0.0,279.11579166666667,379.0,19.805366298262843
2019-11-06,0.0,279.11608333333334,379.0,19.79237364962193
2019-11-07,0.0,279.116625,379.0,19.70150053699748
2019-11-08,0.0,279.11270833333333,379.0,19.675565539472142
2019-11-09,0.0,279.10949999999997,379.0,19.57195145147993
2019-11-10,45.8450704225352,279.1500833333333,379.0,20.38021390699737
2019-11-11,4.436619718309858,279.1780416666666,549.0,25.67716974247138
2019-11-12,0.9859154929577464,279.1595,549.0,25.334813886039505
2019-11-13,0.0,279.14025,549.0,25.03664474385878
2019-11-14,4.929577464788732,279.130375,549.0,24.824461332448067
2019-11-15,0.0,279.11004166666663,549.0,24.44421446364144
2019-11-16,0.0,279.09825,549.0,22.649245072134754
2019-11-17,0.0,279.1030416666667,299.0,16.619481899275094
2019-11-18,12.816901408450702,279.1120833333333,299.0,16.729258820562585
2019-11-19,0.0,279.11970833333334,299.0,16.790363514745653
2019-11-20,0.9859154929577464,279.12125,299.0,16.753690195202413
2019-11-21,0.0,279.1222916666666,299.0,16.753690195202413
2019-11-22,0.0,279.12304166666667,299.0,16.778134699893943
2019-11-23,0.0,279.12420833333334,299.0,16.765912447548178
2019-11-24,0.0,279.1265833333333,299.0,16.753690195202413
2019-11-25,0.0,279.12804166666666,299.0,16.778134699893943
2019-11-26,0.4929577464788732,279.13237499999997,299.0,16.802592329597363
2019-11-27,0.0,279.13012499999996,299.0,16.802592329597363
2019-11-28,0.0,279.1297083333333,299.0,16.802592329597363
2019-11-29,0.0,279.13029166666666,299.0,16.778134699893943
2019-11-30,0.4929577464788732,279.1290833333333,299.0,16.753690195202413
2019-12-01,9.36619718309859,279.13870833333334,299.0,16.827063079279252
2019-12-02,4.436619718309859,279.15054166666664,299.0,16.949613451656422
2019-12-03,14.295774647887324,279.1613333333333,299.0,17.03559509614493
2019-12-04,0.0,279.1614583333333,299.0,17.121733610544435
2019-12-05,0.0,279.15679166666666,299.0,17.08479844179749
2019-12-06,0.0,279.1535,299.0,17.023300794113055
2019-12-07,1.9718309859154928,279.1585833333333,299.0,17.08479844179749
2019-12-08,17.253521126760564,279.1707916666667,299.0,17.171028369395646
2019-12-09,2.9577464788732395,279.17829166666667,299.0,17.393499956341177
2019-12-10,0.0,279.172875,299.0,17.35634975702648
2019-12-11,0.5303030303030305,279.165125,299.0,17.294493472345756
2019-12-12,14.31818181818182,279.16795833333333,299.0,17.282133931562676
2019-12-13,0.5303030303030305,279.17075,299.0,17.33159813358295
2019-12-14,0.0,279.1645,299.0,17.26977439077959
2019-12-15,0.0,279.159375,299.0,17.220375309279504
2019-12-16,16.439393939393945,279.161875,299.0,17.19569531917443
2019-12-17,24.92424242424243,279.18233333333336,299.0,17.26977439077959
2019-12-18,2.6515151515151523,279.17516666666666,400.0,21.22711785035281
2019-12-19,0.0,279.16254166666664,400.0,21.187137515045883
2019-12-20,4.772727272727274,279.15433333333334,400.0,21.04077345837275
2019-12-21,0.0,279.1451666666666,400.0,21.04077345837275
2019-12-22,0.0,279.13054166666666,400.0,20.868283434537684
2019-12-23,0.0,279.12,400.0,20.7359538311777
2019-12-24,4.772727272727273,279.11066666666665,400.0,20.5907481607926
2019-12-25,35.53030303030305,279.1116666666667,400.0,20.48538141085734
2019-12-26,21.212121212121218,279.1705416666667,350.0,19.429812979018266
2019-12-27,0.0,279.174125,350.0,19.53314971847673
2019-12-28,0.0,279.16299999999995,350.0,19.41690850808264
2019-12-29,0.0,279.157625,350.0,19.36532851807708
2019-12-30,0.0,279.14687499999997,350.0,19.262320237016365
2019-12-31,0.0,279.15304166666664,350.0,19.24946001680552
2020-01-01,0.0,279.1455833333333,350.0,19.22374590680237
2020-01-02,0.0,279.1310833333333,350.0,19.1338446878968
2020-01-03,0.0,279.12466666666666,350.0,18.980092475945213
2020-01-04,0.0,279.112375,299.0,16.986457122884737
2020-01-05,0.0,279.1089583333333,299.0,16.888298958219153
2020-01-06,0.0,279.09454166666666,299.0,16.778134699893943
2020-01-07,0.0,279.09575,299.0,16.778134699893943
2020-01-08,0.0,279.1007916666667,299.0,16.753690195202413
2020-01-09,0.0,279.0933333333333,299.0,16.7414745078825
2020-01-10,0.0,279.086125,299.0,16.68043548163105
2020-01-11,0.0,279.08733333333333,299.0,16.656043527452077
2020-01-12,0.0,279.0865416666667,299.0,16.656043527452077
2020-01-13,0.0,279.08029166666665,299.0,16.607299074999606
2020-01-14,6.363636363636365,279.08029166666665,299.0,16.607299074999606
2020-01-15,0.0,279.07529166666666,299.0,16.546444188276833
2020-01-16,0.0,279.0681666666666,299.0,16.509968135993603
2020-01-17,0.0,279.0599583333333,299.0,16.412848090172147
2020-01-18,0.0,279.052125,299.0,16.352256953122776
2020-01-19,0.0,279.04654166666666,299.0,16.303842183276778
2020-01-20,0.0,279.042125,299.0,16.291745101125567
2020-01-21,0.0,279.0396666666666,299.0,16.21924199139289
2020-01-22,0.0,279.03816666666665,249.0,14.19206513831101
2020-01-23,0.0,279.0330833333333,249.0,14.16908298609108
2020-01-24,0.0,279.03524999999996,230.0,13.193910606220712
2020-01-25,0.0,279.0375833333333,230.0,13.21629729545187
2020-01-26,0.0,279.0409583333333,230.0,13.238697960872864
2020-01-27,0.0,279.04404166666666,230.0,13.261112596252676
2020-01-28,0.0,279.03912499999996,230.0,13.261112596252676
2020-01-29,0.0,279.03608333333335,230.0,13.238697960872864
2020-01-30,0.0,279.03375,230.0,13.21629729545187
2020-01-31,0.0,279.0222083333333,230.0,13.193910606220712
2020-02-01,0.0,279.027625,230.0,13.171537899420011
2020-02-02,0.0,279.0154583333333,230.0,13.149179181299669
2020-02-03,0.0,279.014375,230.0,13.138006819709476
2020-02-04,0.0,279.022,230.0,13.126834458119284
2020-02-05,0.0,279.013875,230.0,13.0598843209558
2020-02-06,0.0,279.0059166666667,230.0,13.0598843209558
2020-02-07,0.0,279.002625,219.0,12.5727832407541
2020-02-08,1.060606060606061,279.00308333333334,219.0,12.5727832407541
2020-02-09,0.0,279.001,219.0,12.55080461483736
2020-02-10,0.0,278.999125,219.0,12.528840156552825
2020-02-11,0.0,278.99925,199.0,11.66195548952702
2020-02-12,0.0,278.9999583333333,199.0,11.640577652636123
2020-02-13,0.0,278.997375,199.0,11.640577652636123
2020-02-14,0.0,278.99899999999997,199.0,11.640577652636123
2020-02-15,0.0,278.99783333333335,199.0,11.6192142670522
2020-02-16,0.5303030303030305,278.99921739130434,199.0,11.6192142670522
2020-02-17,0.0,278.99916666666667,199.0,11.640577652636123
2020-02-18,0.0,278.997875,199.0,11.640577652636123
2020-02-19,0.0,278.9984583333333,199.0,12.804414309747749
2020-02-20,0.0,278.99666666666667,299.0,12.970813781980722
2020-02-21,1.5909090909090915,278.995,299.0,12.948581244810953
2020-02-22,5.3030303030303045,278.9938333333333,299.0,12.937472002079739
2020-02-23,1.060606060606061,278.98579166666667,299.0,12.926362759348525
2020-02-24,0.0,278.97999999999996,280.0,12.114216054154236
2020-02-25,0.0,278.97729166666664,280.0,12.1576183869447
2020-02-26,0.0,278.97641666666664,280.0,12.135910073750331
2020-02-27,0.0,278.97495833333335,280.0,12.135910073750331
2020-02-28,0.0,278.97316666666666,280.0,12.135910073750331
2020-02-29,0.0,278.96683333333334,280.0,12.114216054154236
2020-03-01,0.0,278.9674166666667,280.0,12.07087092271064
2020-03-02,0.0,278.9651666666667,280.0,12.04921982436712
2020-03-03,0.0,278.96358333333336,280.0,12.04921982436712
2020-03-04,18.6040378782711,278.97475000000003,280.0,12.201077867238835
2020-03-05,0.8088712121212112,278.98558333333335,280.0,12.255484281627869
2020-03-06,0.0,278.9791666666667,280.0,12.190209427125563
2020-03-07,0.0,278.9732916666667,280.0,12.135910073750331
2020-03-08,0.0,278.9685,280.0,12.103376194523197
2020-03-09,12.397683397683396,278.9696666666667,280.0,12.092536334892158
2020-03-10,0.4768339768339768,278.97133333333335,280.0,12.1576183869447
2020-03-11,0.0,278.972625,280.0,12.146764230347515
2020-03-12,0.0,278.97274999999996,280.0,12.135910073750331
2020-03-13,0.0,278.9674166666667,280.0,12.103376194523197
2020-03-14,0.4768339768339768,278.9629166666667,280.0,12.04921982436712
2020-03-15,0.0,278.9610833333333,280.0,12.04921982436712
2020-03-16,0.0,278.95829166666664,280.0,12.027583046629816
2020-03-17,0.0,278.9485833333333,280.0,12.00596059627794
2020-03-18,0.0,278.9435833333333,280.0,11.919614204690246
2020-03-19,0.0,278.93783333333334,280.0,11.855005182355391
2020-03-20,0.0,278.931125,280.0,11.833497596452858
2020-03-21,0.0,278.931125,280.0,11.81200439944308
2020-03-22,1.834996703925537,278.93216666666666,280.0,11.833497596452858
2020-03-23,16.969241924380583,278.94054166666666,280.0,11.87652715027216
2020-03-24,0.7343243243243229,278.9495,280.0,12.027583046629816
2020-03-25,0.0,278.9485,280.0,12.00596059627794
2020-03-26,0.0,278.94754166666667,280.0,11.995156538189736
2020-03-27,4.2915057915057915,278.95033333333333,280.0,11.995156538189736
2020-03-28,1.4305019305019306,278.9515416666666,280.0,12.027583046629816
2020-03-29,0.0,278.9495,280.0,12.00596059627794
2020-03-30,10.013513513513514,278.95591666666667,280.0,12.07087092271064
2020-03-31,0.4768339768339768,278.96162499999997,280.0,12.092536334892158
2020-04-01,0.0,278.96254166666665,280.0,12.114216054154236
2020-04-02,0.0,278.9624166666667,280.0,12.0817036288014
2020-04-03,0.0,278.95979166666666,280.0,12.0817036288014
2020-04-04,0.0,278.95983333333334,280.0,12.04921982436712
2020-04-05,0.0,278.957875,280.0,12.038401435498468
2020-04-06,0.0,278.95454166666667,280.0,12.00596059627794
2020-04-07,0.0,278.953,280.0,12.00596059627794
2020-04-08,2.861003861003861,278.95262499999995,280.0,11.984352480101531
2020-04-09,0.0,278.9490416666667,280.0,11.984352480101531
2020-04-10,0.0,278.94683333333336,280.0,11.984352480101531
2020-04-11,0.0,278.946125,280.0,11.9627587049016
2020-04-12,1.9073359073359073,278.9474166666667,280.0,11.94117927749019
2020-04-13,11.444015444015442,278.965625,280.0,12.114216054154236
2020-04-14,1.4305019305019304,278.965375,280.0,12.114216054154236
2020-04-15,0.0,278.963125,280.0,12.07087092271064
2020-04-16,0.0,278.95991666666663,280.0,12.07087092271064
2020-04-17,11.92084942084942,278.96875,280.0,12.114216054154236
2020-04-18,1.4305019305019306,278.98449999999997,280.0,12.201077867238835
2020-04-19,0.4768339768339768,278.98775,280.0,12.211953444079835
2020-04-20,0.4768339768339768,278.990375,280.0,12.222829020920836
2020-04-21,0.0,278.9923333333333,280.0,12.222829020920836
2020-04-22,0.0,278.9927916666667,280.0,12.222829020920836
2020-04-23,0.0,278.99466680509414,280.0,12.222829020920836
2020-04-24,0.0,278.99470833333334,280.0,12.244594441365397
2020-04-25,0.0,278.991125,280.0,12.201077867238835
2020-04-26,0.0,278.99125,280.0,12.211953444079835
2020-04-27,0.0,278.9925416666667,280.0,12.201077867238835
2020-04-28,0.0,278.99224999999996,280.0,12.201077867238835
2020-04-29,0.0,278.99245833333333,280.0,12.179340987012289
2020-04-30,0.0,278.99220833333334,280.0,12.190209427125563
2020-05-01,0.0,278.98954166666664,280.0,12.190209427125563
2020-05-02,2.384169884169884,278.9934583333333,280.0,12.179340987012289
2020-05-03,51.4980694980695,279.0336956521739,280.0,12.397351293859291
2020-05-04,18.596525096525095,279.09375,280.0,12.926362759348525
2020-05-05,0.9536679536679536,279.09470833333336,280.0,12.881967968979348
2020-05-06,0.9536679536679536,279.0962916666667,280.0,12.904158331949418
2020-05-07,0.0,279.09208333333333,280.0,12.881967968979348
2020-05-08,0.0,279.08975,300.0,13.55377130436541
2020-05-09,0.0,279.0936666666667,300.0,13.53117562228983
2020-05-10,0.0,279.09441666666663,300.0,13.53117562228983
2020-05-11,0.0,279.09441666666663,300.0,13.55377130436541
2020-05-12,0.0,279.0944583333333,300.0,13.55377130436541
2020-05-13,0.0,279.0927083333333,300.0,13.53117562228983
2020-05-14,0.0,279.0876666666667,300.0,13.50859383001873
2020-05-15,0.0,279.0862916666667,300.0,13.50859383001873
2020-05-16,0.0,279.0840416666667,300.0,13.486025933662424
2020-05-17,0.0,279.0837916666667,300.0,13.47474893650137
2020-05-18,0.0,279.0804166666667,300.0,13.440931853181135
2020-05-19,0.0,279.0772083333333,300.0,13.440931853181135
2020-05-20,0.0,279.07308333333333,300.0,13.39589342991192
2020-05-21,0.0,279.07166666666666,300.0,13.39589342991192
2020-05-22,0.0,279.0690416666667,300.0,13.373395105105232
2020-05-23,0.0,279.06620833333335,300.0,13.350910713068174
2020-05-24,13.35135135135135,279.07279166666666,300.0,13.373395105105232
2020-05-25,23.364864864864867,279.1184583333333,300.0,13.780490726585876
2020-05-26,0.0,279.12354166666665,300.0,13.780490726585876
2020-05-27,0.0,279.123,300.0,13.712329482060897
2020-05-28,0.0,279.1222916666667,300.0,13.68963674168008
